time_s,v_mem,u_deflection,v_comp,v_ana,v_outmix,theta_over_vref
0,2.5,0,0,-0,-0,0.7594533600802407
0.000001,2.5,0,0,-0,-0,0.7594533600802407
0.000002,2.5,0,0,-0,-0,0.7594533600802407
0.000003,2.5,0,0,-0,-0,0.7594533600802407
0.000004,2.5,0,0,-0,-0,0.7594533600802407
0.0000049999999999999996,2.5,0,0,-0,-0,0.7594533600802407
0.000005999999999999999,2.5,0,0,-0,-0,0.7594533600802407
0.000006999999999999999,2.5,0,0,-0,-0,0.7594533600802407
0.000008,2.5,0,0,-0,-0,0.7594533600802407
0.000009,2.5,0,0,-0,-0,0.7594533600802407
0.00001,2.5,0,0,-0,-0,0.7594533600802407
0.000011000000000000001,2.5,0,0,-0,-0,0.7594533600802407
0.000012000000000000002,2.5,0,0,-0,-0,0.7594533600802407
0.000013000000000000003,2.5,0,0,-0,-0,0.7594533600802407
0.000014000000000000003,2.5,0,0,-0,-0,0.7594533600802407
0.000015000000000000004,2.5,0,0,-0,-0,0.7594533600802407
0.000016000000000000003,2.5,0,0,-0,-0,0.7594533600802407
0.000017000000000000003,2.5,0,0,-0,-0,0.7594533600802407
0.000018000000000000004,2.5,0,0,-0,-0,0.7594533600802407
0.000019000000000000004,2.5,0,0,-0,-0,0.7594533600802407
0.000020000000000000005,2.5,0,0,-0,-0,0.7594533600802407
0.000021000000000000006,2.5,0,0,-0,-0,0.7594533600802407
0.000022000000000000006,2.5,0,0,-0,-0,0.7594533600802407
0.000023000000000000007,2.5,0,0,-0,-0,0.7594533600802407
0.000024000000000000007,2.5,0,0,-0,-0,0.7594533600802407
0.000025000000000000008,2.5,0,0,-0,-0,0.7594533600802407
0.00002600000000000001,2.5,0,0,-0,-0,0.7594533600802407
0.00002700000000000001,2.5,0,0,-0,-0,0.7594533600802407
0.00002800000000000001,2.5,0,0,-0,-0,0.7594533600802407
0.00002900000000000001,2.5,0,0,-0,-0,0.7594533600802407
0.00003000000000000001,2.5,0,0,-0,-0,0.7594533600802407
0.00003100000000000001,2.5,0,0,-0,-0,0.7594533600802407
0.000032000000000000005,2.5,0,0,-0,-0,0.7594533600802407
0.000033,2.5,0,0,-0,-0,0.7594533600802407
0.000034,2.5,0,0,-0,-0,0.7594533600802407
0.000035,2.5,0,0,-0,-0,0.7594533600802407
0.000035999999999999994,2.5,0,0,-0,-0,0.7594533600802407
0.00003699999999999999,2.5,0,0,-0,-0,0.7594533600802407
0.00003799999999999999,2.5,0,0,-0,-0,0.7594533600802407
0.000038999999999999986,2.5,0,0,-0,-0,0.7594533600802407
0.00003999999999999998,2.5,0,0,-0,-0,0.7594533600802407
0.00004099999999999998,2.5,0,0,-0,-0,0.7594533600802407
0.00004199999999999998,2.5,0,0,-0,-0,0.7594533600802407
0.000042999999999999975,2.5,0,0,-0,-0,0.7594533600802407
0.00004399999999999997,2.5,0,0,-0,-0,0.7594533600802407
0.00004499999999999997,2.5,0,0,-0,-0,0.7594533600802407
0.000045999999999999966,2.5,0,0,-0,-0,0.7594533600802407
0.00004699999999999996,2.5,0,0,-0,-0,0.7594533600802407
0.00004799999999999996,2.5,0,0,-0,-0,0.7594533600802407
0.00004899999999999996,2.5,0,0,-0,-0,0.7594533600802407
0.000049999999999999955,2.5,0,0,-0,-0,0.7594533600802407
0.00005099999999999995,2.5,0,0,-0,-0,0.7594533600802407
0.00005199999999999995,2.5,0,0,-0,-0,0.7594533600802407
0.000052999999999999947,2.5,0,0,-0,-0,0.7594533600802407
0.000053999999999999944,2.5,0,0,-0,-0,0.7594533600802407
0.00005499999999999994,2.5,0,0,-0,-0,0.7594533600802407
0.00005599999999999994,2.5,0,0,-0,-0,0.7594533600802407
0.000056999999999999935,2.5,0,0,-0,-0,0.7594533600802407
0.00005799999999999993,2.5,0,0,-0,-0,0.7594533600802407
0.00005899999999999993,2.5,0,0,-0,-0,0.7594533600802407
0.00005999999999999993,2.5,0,0,-0,-0,0.7594533600802407
0.000060999999999999924,2.5,0,0,-0,-0,0.7594533600802407
0.00006199999999999992,2.5,0,0,-0,-0,0.7594533600802407
0.00006299999999999992,2.5,0,0,-0,-0,0.7594533600802407
0.00006399999999999992,2.5,0,0,-0,-0,0.7594533600802407
0.00006499999999999991,2.5,0,0,-0,-0,0.7594533600802407
0.00006599999999999991,2.5,0,0,-0,-0,0.7594533600802407
0.00006699999999999991,2.5,0,0,-0,-0,0.7594533600802407
0.0000679999999999999,2.5,0,0,-0,-0,0.7594533600802407
0.0000689999999999999,2.5,0,0,-0,-0,0.7594533600802407
0.0000699999999999999,2.5,0,0,-0,-0,0.7594533600802407
0.0000709999999999999,2.5,0,0,-0,-0,0.7594533600802407
0.0000719999999999999,2.5,0,0,-0,-0,0.7594533600802407
0.00007299999999999989,2.5,0,0,-0,-0,0.7594533600802407
0.00007399999999999989,2.5,0,0,-0,-0,0.7594533600802407
0.00007499999999999989,2.5,0,0,-0,-0,0.7594533600802407
0.00007599999999999988,2.5,0,0,-0,-0,0.7594533600802407
0.00007699999999999988,2.5,0,0,-0,-0,0.7594533600802407
0.00007799999999999988,2.5,0,0,-0,-0,0.7594533600802407
0.00007899999999999987,2.5,0,0,-0,-0,0.7594533600802407
0.00007999999999999987,2.5,0,0,-0,-0,0.7594533600802407
0.00008099999999999987,2.5,0,0,-0,-0,0.7594533600802407
0.00008199999999999987,2.5,0,0,-0,-0,0.7594533600802407
0.00008299999999999986,2.5,0,0,-0,-0,0.7594533600802407
0.00008399999999999986,2.5,0,0,-0,-0,0.7594533600802407
0.00008499999999999986,2.5,0,0,-0,-0,0.7594533600802407
0.00008599999999999985,2.5,0,0,-0,-0,0.7594533600802407
0.00008699999999999985,2.5,0,0,-0,-0,0.7594533600802407
0.00008799999999999985,2.5,0,0,-0,-0,0.7594533600802407
0.00008899999999999985,2.5,0,0,-0,-0,0.7594533600802407
0.00008999999999999984,2.5,0,0,-0,-0,0.7594533600802407
0.00009099999999999984,2.5,0,0,-0,-0,0.7594533600802407
0.00009199999999999984,2.5,0,0,-0,-0,0.7594533600802407
0.00009299999999999983,2.5,0,0,-0,-0,0.7594533600802407
