time,membrane,spike,pulse
0.003702750,0.065647,0.0,0.000000
0.003703000,0.065883,0.0,0.000000
0.003703250,0.066120,0.0,0.000000
0.003703500,0.066356,0.0,0.000000
0.003703750,0.066592,0.0,0.000000
0.003704000,0.066828,0.0,0.000000
0.003704250,0.067064,0.0,0.000000
0.003704500,0.067300,0.0,0.000000
0.003704750,0.067536,0.0,0.000000
0.003705000,0.067772,0.0,0.000000
0.003705250,0.068008,0.0,0.000000
0.003705500,0.068244,0.0,0.000000
0.003705750,0.068480,0.0,0.000000
0.003706000,0.068715,0.0,0.000000
0.003706250,0.068951,0.0,0.000000
0.003706500,0.069187,0.0,0.000000
0.003706750,0.069422,0.0,0.000000
0.003707000,0.069658,0.0,0.000000
0.003707250,0.069893,0.0,0.000000
0.003707500,0.070129,0.0,0.000000
0.003707750,0.070364,0.0,0.000000
0.003708000,0.070599,0.0,0.000000
0.003708250,0.070835,0.0,0.000000
0.003708500,0.071070,0.0,0.000000
0.003708750,0.071305,0.0,0.000000
0.003709000,0.071540,0.0,0.000000
0.003709250,0.071775,0.0,0.000000
0.003709500,0.072010,0.0,0.000000
0.003709750,0.072245,0.0,0.000000
0.003710000,0.072480,0.0,0.000000
0.003710250,0.072715,0.0,0.000000
0.003710500,0.072950,0.0,0.000000
0.003710750,0.073185,0.0,0.000000
0.003711000,0.073420,0.0,0.000000
0.003711250,0.073654,0.0,0.000000
0.003711500,0.073889,0.0,0.000000
0.003711750,0.074124,0.0,0.000000
0.003712000,0.074358,0.0,0.000000
0.003712250,0.074593,0.0,0.000000
0.003712500,0.074827,0.0,0.000000
0.003712750,0.075062,0.0,0.000000
0.003713000,0.075296,0.0,0.000000
0.003713250,0.075530,0.0,0.000000
0.003713500,0.075764,0.0,0.000000
0.003713750,0.075999,0.0,0.000000
0.003714000,0.076233,0.0,0.000000
0.003714250,0.076467,0.0,0.000000
0.003714500,0.076701,0.0,0.000000
0.003714750,0.076935,0.0,0.000000
0.003715000,0.077169,0.0,0.000000
0.003715250,0.077403,0.0,0.000000
0.003715500,0.077637,0.0,0.000000
0.003715750,0.077871,0.0,0.000000
0.003716000,0.078104,0.0,0.000000
0.003716250,0.078338,0.0,0.000000
0.003716500,0.078572,0.0,0.000000
0.003716750,0.078805,0.0,0.000000
0.003717000,0.079039,0.0,0.000000
0.003717250,0.079273,0.0,0.000000
0.003717500,0.079506,0.0,0.000000
0.003717750,0.079739,0.0,0.000000
0.003718000,0.079973,0.0,0.000000
0.003718250,0.080206,0.0,0.000000
0.003718500,0.080440,0.0,0.000000
0.003718750,0.080673,0.0,0.000000
0.003719000,0.080906,0.0,0.000000
0.003719250,0.081139,0.0,0.000000
0.003719500,0.081372,0.0,0.000000
0.003719750,0.081605,0.0,0.000000
0.003720000,0.081838,0.0,0.000000
0.003720250,0.082071,0.0,0.000000
0.003720500,0.082304,0.0,0.000000
0.003720750,0.082537,0.0,0.000000
0.003721000,0.082770,0.0,0.000000
0.003721250,0.083002,0.0,0.000000
0.003721500,0.083235,0.0,0.000000
0.003721750,0.083468,0.0,0.000000
0.003722000,0.083700,0.0,0.000000
0.003722250,0.083933,0.0,0.000000
0.003722500,0.084166,0.0,0.000000
0.003722750,0.084398,0.0,0.000000
0.003723000,0.084630,0.0,0.000000
0.003723250,0.084863,0.0,0.000000
0.003723500,0.085095,0.0,0.000000
0.003723750,0.085327,0.0,0.000000
0.003724000,0.085560,0.0,0.000000
0.003724250,0.085792,0.0,0.000000
0.003724500,0.086024,0.0,0.000000
0.003724750,0.086256,0.0,0.000000
0.003725000,0.086488,0.0,0.000000
0.003725250,0.086720,0.0,0.000000
0.003725500,0.086952,0.0,0.000000
0.003725750,0.087184,0.0,0.000000
0.003726000,0.087416,0.0,0.000000
0.003726250,0.087647,0.0,0.000000
0.003726500,0.087879,0.0,0.000000
0.003726750,0.088111,0.0,0.000000
0.003727000,0.088342,0.0,0.000000
0.003727250,0.088574,0.0,0.000000
0.003727500,0.088806,0.0,0.000000
0.003727750,0.089037,0.0,0.000000
0.003728000,0.089269,0.0,0.000000
0.003728250,0.089500,0.0,0.000000
0.003728500,0.089731,0.0,0.000000
0.003728750,0.089963,0.0,0.000000
0.003729000,0.090194,0.0,0.000000
0.003729250,0.090425,0.0,0.000000
0.003729500,0.090656,0.0,0.000000
0.003729750,0.090887,0.0,0.000000
0.003730000,0.091118,0.0,0.000000
0.003730250,0.091349,0.0,0.000000
0.003730500,0.091580,0.0,0.000000
0.003730750,0.091811,0.0,0.000000
0.003731000,0.092042,0.0,0.000000
0.003731250,0.092273,0.0,0.000000
0.003731500,0.092504,0.0,0.000000
0.003731750,0.092734,0.0,0.000000
0.003732000,0.092965,0.0,0.000000
0.003732250,0.093196,0.0,0.000000
0.003732500,0.093426,0.0,0.000000
0.003732750,0.093657,0.0,0.000000
0.003733000,0.093887,0.0,0.000000
0.003733250,0.094118,0.0,0.000000
0.003733500,0.094348,0.0,0.000000
0.003733750,0.094579,0.0,0.000000
0.003734000,0.094809,0.0,0.000000
0.003734250,0.095039,0.0,0.000000
0.003734500,0.095269,0.0,0.000000
0.003734750,0.095499,0.0,0.000000
0.003735000,0.095730,0.0,0.000000
0.003735250,0.095960,0.0,0.000000
0.003735500,0.096190,0.0,0.000000
0.003735750,0.096420,0.0,0.000000
0.003736000,0.096649,0.0,0.000000
0.003736250,0.096879,0.0,0.000000
0.003736500,0.097109,0.0,0.000000
0.003736750,0.097339,0.0,0.000000
0.003737000,0.097569,0.0,0.000000
0.003737250,0.097798,0.0,0.000000
0.003737500,0.098028,0.0,0.000000
0.003737750,0.098258,0.0,0.000000
0.003738000,0.098487,0.0,0.000000
0.003738250,0.098717,0.0,0.000000
0.003738500,0.098946,0.0,0.000000
0.003738750,0.099175,0.0,0.000000
0.003739000,0.099405,0.0,0.000000
0.003739250,0.099634,0.0,0.000000
0.003739500,0.099863,0.0,0.000000
0.003739750,0.100092,0.0,0.000000
0.003740000,0.100322,0.0,0.000000
0.003740250,0.100551,0.0,0.000000
0.003740500,0.100780,0.0,0.000000
0.003740750,0.101009,0.0,0.000000
0.003741000,0.101238,0.0,0.000000
0.003741250,0.101467,0.0,0.000000
0.003741500,0.101695,0.0,0.000000
0.003741750,0.101924,0.0,0.000000
0.003742000,0.102153,0.0,0.000000
0.003742250,0.102382,0.0,0.000000
0.003742500,0.102610,0.0,0.000000
0.003742750,0.102839,0.0,0.000000
0.003743000,0.103068,0.0,0.000000
0.003743250,0.103296,0.0,0.000000
0.003743500,0.103525,0.0,0.000000
0.003743750,0.103753,0.0,0.000000
0.003744000,0.103981,0.0,0.000000
0.003744250,0.104210,0.0,0.000000
0.003744500,0.104438,0.0,0.000000
0.003744750,0.104666,0.0,0.000000
0.003745000,0.104894,0.0,0.000000
0.003745250,0.105123,0.0,0.000000
0.003745500,0.105351,0.0,0.000000
0.003745750,0.105579,0.0,0.000000
0.003746000,0.105807,0.0,0.000000
0.003746250,0.106035,0.0,0.000000
0.003746500,0.106263,0.0,0.000000
0.003746750,0.106490,0.0,0.000000
0.003747000,0.106718,0.0,0.000000
0.003747250,0.106946,0.0,0.000000
0.003747500,0.107174,0.0,0.000000
0.003747750,0.107401,0.0,0.000000
0.003748000,0.107629,0.0,0.000000
0.003748250,0.107857,0.0,0.000000
0.003748500,0.108084,0.0,0.000000
0.003748750,0.108312,0.0,0.000000
0.003749000,0.108539,0.0,0.000000
0.003749250,0.108766,0.0,0.000000
0.003749500,0.108994,0.0,0.000000
0.003749750,0.109221,0.0,0.000000
0.003750000,0.109448,0.0,0.000000
0.003750250,0.109676,0.0,0.000000
0.003750500,0.109903,0.0,0.000000
0.003750750,0.110130,0.0,0.000000
0.003751000,0.110357,0.0,0.000000
0.003751250,0.110584,0.0,0.000000
0.003751500,0.110811,0.0,0.000000
0.003751750,0.111038,0.0,0.000000
0.003752000,0.111265,0.0,0.000000
0.003752250,0.111491,0.0,0.000000
0.003752500,0.111718,0.0,0.000000
0.003752750,0.111945,0.0,0.000000
0.003753000,0.112172,0.0,0.000000
0.003753250,0.112398,0.0,0.000000
0.003753500,0.112625,0.0,0.000000
0.003753750,0.112851,0.0,0.000000
0.003754000,0.113078,0.0,0.000000
0.003754250,0.113304,0.0,0.000000
0.003754500,0.113531,0.0,0.000000
0.003754750,0.113757,0.0,0.000000
0.003755000,0.113983,0.0,0.000000
0.003755250,0.114210,0.0,0.000000
0.003755500,0.114436,0.0,0.000000
0.003755750,0.114662,0.0,0.000000
0.003756000,0.114888,0.0,0.000000
0.003756250,0.115114,0.0,0.000000
0.003756500,0.115340,0.0,0.000000
0.003756750,0.115566,0.0,0.000000
0.003757000,0.115792,0.0,0.000000
0.003757250,0.116018,0.0,0.000000
0.003757500,0.116244,0.0,0.000000
0.003757750,0.116469,0.0,0.000000
0.003758000,0.116695,0.0,0.000000
0.003758250,0.116921,0.0,0.000000
0.003758500,0.117147,0.0,0.000000
0.003758750,0.117372,0.0,0.000000
0.003759000,0.117598,0.0,0.000000
0.003759250,0.117823,0.0,0.000000
0.003759500,0.118049,0.0,0.000000
0.003759750,0.118274,0.0,0.000000
0.003760000,0.118499,0.0,0.000000
0.003760250,0.118725,0.0,0.000000
0.003760500,0.118950,0.0,0.000000
0.003760750,0.119175,0.0,0.000000
0.003761000,0.119400,0.0,0.000000
0.003761250,0.119625,0.0,0.000000
0.003761500,0.119851,0.0,0.000000
0.003761750,0.120076,0.0,0.000000
0.003762000,0.120301,0.0,0.000000
0.003762250,0.120526,0.0,0.000000
0.003762500,0.120750,0.0,0.000000
0.003762750,0.120975,0.0,0.000000
0.003763000,0.121200,0.0,0.000000
0.003763250,0.121425,0.0,0.000000
0.003763500,0.121649,0.0,0.000000
0.003763750,0.121874,0.0,0.000000
0.003764000,0.122099,0.0,0.000000
0.003764250,0.122323,0.0,0.000000
0.003764500,0.122548,0.0,0.000000
0.003764750,0.122772,0.0,0.000000
0.003765000,0.122997,0.0,0.000000
0.003765250,0.123221,0.0,0.000000
0.003765500,0.123445,0.0,0.000000
0.003765750,0.123670,0.0,0.000000
0.003766000,0.123894,0.0,0.000000
0.003766250,0.124118,0.0,0.000000
0.003766500,0.124342,0.0,0.000000
0.003766750,0.124566,0.0,0.000000
0.003767000,0.124790,0.0,0.000000
0.003767250,0.125014,0.0,0.000000
0.003767500,0.125238,0.0,0.000000
0.003767750,0.125462,0.0,0.000000
0.003768000,0.125686,0.0,0.000000
0.003768250,0.125910,0.0,0.000000
0.003768500,0.126134,0.0,0.000000
0.003768750,0.126357,0.0,0.000000
0.003769000,0.126581,0.0,0.000000
0.003769250,0.126805,0.0,0.000000
0.003769500,0.127028,0.0,0.000000
0.003769750,0.127252,0.0,0.000000
0.003770000,0.127475,0.0,0.000000
0.003770250,0.127699,0.0,0.000000
0.003770500,0.127922,0.0,0.000000
0.003770750,0.128146,0.0,0.000000
0.003771000,0.128369,0.0,0.000000
0.003771250,0.128592,0.0,0.000000
0.003771500,0.128815,0.0,0.000000
0.003771750,0.129038,0.0,0.000000
0.003772000,0.129262,0.0,0.000000
0.003772250,0.129485,0.0,0.000000
0.003772500,0.129708,0.0,0.000000
0.003772750,0.129931,0.0,0.000000
0.003773000,0.130154,0.0,0.000000
0.003773250,0.130376,0.0,0.000000
0.003773500,0.130599,0.0,0.000000
0.003773750,0.130822,0.0,0.000000
0.003774000,0.131045,0.0,0.000000
0.003774250,0.131268,0.0,0.000000
0.003774500,0.131490,0.0,0.000000
0.003774750,0.131713,0.0,0.000000
0.003775000,0.131935,0.0,0.000000
0.003775250,0.132158,0.0,0.000000
0.003775500,0.132380,0.0,0.000000
0.003775750,0.132603,0.0,0.000000
0.003776000,0.132825,0.0,0.000000
0.003776250,0.133047,0.0,0.000000
0.003776500,0.133270,0.0,0.000000
0.003776750,0.133492,0.0,0.000000
0.003777000,0.133714,0.0,0.000000
0.003777250,0.133936,0.0,0.000000
0.003777500,0.134158,0.0,0.000000
0.003777750,0.134380,0.0,0.000000
0.003778000,0.134602,0.0,0.000000
0.003778250,0.134824,0.0,0.000000
0.003778500,0.135046,0.0,0.000000
0.003778750,0.135268,0.0,0.000000
0.003779000,0.135490,0.0,0.000000
0.003779250,0.135712,0.0,0.000000
0.003779500,0.135933,0.0,0.000000
0.003779750,0.136155,0.0,0.000000
0.003780000,0.136377,0.0,0.000000
0.003780250,0.136598,0.0,0.000000
0.003780500,0.136820,0.0,0.000000
0.003780750,0.137041,0.0,0.000000
0.003781000,0.137263,0.0,0.000000
0.003781250,0.137484,0.0,0.000000
0.003781500,0.137706,0.0,0.000000
0.003781750,0.137927,0.0,0.000000
0.003782000,0.138148,0.0,0.000000
0.003782250,0.138369,0.0,0.000000
0.003782500,0.138591,0.0,0.000000
0.003782750,0.138812,0.0,0.000000
0.003783000,0.139033,0.0,0.000000
0.003783250,0.139254,0.0,0.000000
0.003783500,0.139475,0.0,0.000000
0.003783750,0.139696,0.0,0.000000
0.003784000,0.139917,0.0,0.000000
0.003784250,0.140137,0.0,0.000000
0.003784500,0.140358,0.0,0.000000
0.003784750,0.140579,0.0,0.000000
0.003785000,0.140800,0.0,0.000000
0.003785250,0.141020,0.0,0.000000
0.003785500,0.141241,0.0,0.000000
0.003785750,0.141462,0.0,0.000000
0.003786000,0.141682,0.0,0.000000
0.003786250,0.141903,0.0,0.000000
0.003786500,0.142123,0.0,0.000000
0.003786750,0.142343,0.0,0.000000
0.003787000,0.142564,0.0,0.000000
0.003787250,0.142784,0.0,0.000000
0.003787500,0.143004,0.0,0.000000
0.003787750,0.143225,0.0,0.000000
0.003788000,0.143445,0.0,0.000000
0.003788250,0.143665,0.0,0.000000
0.003788500,0.143885,0.0,0.000000
0.003788750,0.144105,0.0,0.000000
0.003789000,0.144325,0.0,0.000000
0.003789250,0.144545,0.0,0.000000
0.003789500,0.144765,0.0,0.000000
0.003789750,0.144985,0.0,0.000000
0.003790000,0.145204,0.0,0.000000
0.003790250,0.145424,0.0,0.000000
0.003790500,0.145644,0.0,0.000000
0.003790750,0.145863,0.0,0.000000
0.003791000,0.146083,0.0,0.000000
0.003791250,0.146303,0.0,0.000000
0.003791500,0.146522,0.0,0.000000
0.003791750,0.146742,0.0,0.000000
0.003792000,0.146961,0.0,0.000000
0.003792250,0.147180,0.0,0.000000
0.003792500,0.147400,0.0,0.000000
0.003792750,0.147619,0.0,0.000000
0.003793000,0.147838,0.0,0.000000
0.003793250,0.148058,0.0,0.000000
0.003793500,0.148277,0.0,0.000000
0.003793750,0.148496,0.0,0.000000
0.003794000,0.148715,0.0,0.000000
0.003794250,0.148934,0.0,0.000000
0.003794500,0.149153,0.0,0.000000
0.003794750,0.149372,0.0,0.000000
0.003795000,0.149591,0.0,0.000000
0.003795250,0.149809,0.0,0.000000
0.003795500,0.150028,0.0,0.000000
0.003795750,0.150247,0.0,0.000000
0.003796000,0.150466,0.0,0.000000
0.003796250,0.150684,0.0,0.000000
0.003796500,0.150903,0.0,0.000000
0.003796750,0.151122,0.0,0.000000
0.003797000,0.151340,0.0,0.000000
0.003797250,0.151558,0.0,0.000000
0.003797500,0.151777,0.0,0.000000
0.003797750,0.151995,0.0,0.000000
0.003798000,0.152214,0.0,0.000000
0.003798250,0.152432,0.0,0.000000
0.003798500,0.152650,0.0,0.000000
0.003798750,0.152868,0.0,0.000000
0.003799000,0.153086,0.0,0.000000
0.003799250,0.153305,0.0,0.000000
0.003799500,0.153523,0.0,0.000000
0.003799750,0.153741,0.0,0.000000
0.003800000,0.153959,0.0,0.000000
0.003800250,0.154177,0.0,0.000000
0.003800500,0.154394,0.0,0.000000
0.003800750,0.154612,0.0,0.000000
0.003801000,0.154830,0.0,0.000000
0.003801250,0.155048,0.0,0.000000
0.003801500,0.155266,0.0,0.000000
0.003801750,0.155483,0.0,0.000000
0.003802000,0.155701,0.0,0.000000
0.003802250,0.155918,0.0,0.000000
0.003802500,0.156136,0.0,0.000000
0.003802750,0.156353,0.0,0.000000
0.003803000,0.156571,0.0,0.000000
0.003803250,0.156788,0.0,0.000000
0.003803500,0.157005,0.0,0.000000
0.003803750,0.157223,0.0,0.000000
0.003804000,0.157440,0.0,0.000000
0.003804250,0.157657,0.0,0.000000
0.003804500,0.157874,0.0,0.000000
0.003804750,0.158091,0.0,0.000000
0.003805000,0.158309,0.0,0.000000
0.003805250,0.158526,0.0,0.000000
0.003805500,0.158743,0.0,0.000000
0.003805750,0.158959,0.0,0.000000
0.003806000,0.159176,0.0,0.000000
0.003806250,0.159393,0.0,0.000000
0.003806500,0.159610,0.0,0.000000
0.003806750,0.159827,0.0,0.000000
0.003807000,0.160043,0.0,0.000000
