time,mem_a,pulse_a,mem_b,pulse_b,i_b
0.002526000,0.043208,0.000000,0.002115,0.000000,0.000000e0
0.002526250,0.043449,0.000000,0.002115,0.000000,0.000000e0
0.002526500,0.043690,0.000000,0.002115,0.000000,0.000000e0
0.002526750,0.043930,0.000000,0.002114,0.000000,0.000000e0
0.002527000,0.044171,0.000000,0.002114,0.000000,0.000000e0
0.002527250,0.044412,0.000000,0.002113,0.000000,0.000000e0
0.002527500,0.044653,0.000000,0.002113,0.000000,0.000000e0
0.002527750,0.044894,0.000000,0.002112,0.000000,0.000000e0
0.002528000,0.045134,0.000000,0.002112,0.000000,0.000000e0
0.002528250,0.045375,0.000000,0.002112,0.000000,0.000000e0
0.002528500,0.045615,0.000000,0.002111,0.000000,0.000000e0
0.002528750,0.045856,0.000000,0.002111,0.000000,0.000000e0
0.002529000,0.046096,0.000000,0.002110,0.000000,0.000000e0
0.002529250,0.046337,0.000000,0.002110,0.000000,0.000000e0
0.002529500,0.046577,0.000000,0.002109,0.000000,0.000000e0
0.002529750,0.046817,0.000000,0.002109,0.000000,0.000000e0
0.002530000,0.047058,0.000000,0.002108,0.000000,0.000000e0
0.002530250,0.047298,0.000000,0.002108,0.000000,0.000000e0
0.002530500,0.047538,0.000000,0.002108,0.000000,0.000000e0
0.002530750,0.047778,0.000000,0.002107,0.000000,0.000000e0
0.002531000,0.048018,0.000000,0.002107,0.000000,0.000000e0
0.002531250,0.048258,0.000000,0.002106,0.000000,0.000000e0
0.002531500,0.048498,0.000000,0.002106,0.000000,0.000000e0
0.002531750,0.048738,0.000000,0.002105,0.000000,0.000000e0
0.002532000,0.048978,0.000000,0.002105,0.000000,0.000000e0
0.002532250,0.049218,0.000000,0.002105,0.000000,0.000000e0
0.002532500,0.049457,0.000000,0.002104,0.000000,0.000000e0
0.002532750,0.049697,0.000000,0.002104,0.000000,0.000000e0
0.002533000,0.049937,0.000000,0.002103,0.000000,0.000000e0
0.002533250,0.050176,0.000000,0.002103,0.000000,0.000000e0
0.002533500,0.050416,0.000000,0.002102,0.000000,0.000000e0
0.002533750,0.050655,0.000000,0.002102,0.000000,0.000000e0
0.002534000,0.050895,0.000000,0.002101,0.000000,0.000000e0
0.002534250,0.051134,0.000000,0.002101,0.000000,0.000000e0
0.002534500,0.051374,0.000000,0.002101,0.000000,0.000000e0
0.002534750,0.051613,0.000000,0.002100,0.000000,0.000000e0
0.002535000,0.051852,0.000000,0.002100,0.000000,0.000000e0
0.002535250,0.052091,0.000000,0.002099,0.000000,0.000000e0
0.002535500,0.052330,0.000000,0.002099,0.000000,0.000000e0
0.002535750,0.052570,0.000000,0.002098,0.000000,0.000000e0
0.002536000,0.052809,0.000000,0.002098,0.000000,0.000000e0
0.002536250,0.053048,0.000000,0.002098,0.000000,0.000000e0
0.002536500,0.053287,0.000000,0.002097,0.000000,0.000000e0
0.002536750,0.053525,0.000000,0.002097,0.000000,0.000000e0
0.002537000,0.053764,0.000000,0.002096,0.000000,0.000000e0
0.002537250,0.054003,0.000000,0.002096,0.000000,0.000000e0
0.002537500,0.054242,0.000000,0.002095,0.000000,0.000000e0
0.002537750,0.054481,0.000000,0.002095,0.000000,0.000000e0
0.002538000,0.054719,0.000000,0.002094,0.000000,0.000000e0
0.002538250,0.054958,0.000000,0.002094,0.000000,0.000000e0
0.002538500,0.055196,0.000000,0.002094,0.000000,0.000000e0
0.002538750,0.055435,0.000000,0.002093,0.000000,0.000000e0
0.002539000,0.055673,0.000000,0.002093,0.000000,0.000000e0
0.002539250,0.055912,0.000000,0.002092,0.000000,0.000000e0
0.002539500,0.056150,0.000000,0.002092,0.000000,0.000000e0
0.002539750,0.056388,0.000000,0.002091,0.000000,0.000000e0
0.002540000,0.056627,0.000000,0.002091,0.000000,0.000000e0
0.002540250,0.056865,0.000000,0.002091,0.000000,0.000000e0
0.002540500,0.057103,0.000000,0.002090,0.000000,0.000000e0
0.002540750,0.057341,0.000000,0.002090,0.000000,0.000000e0
0.002541000,0.057579,0.000000,0.002089,0.000000,0.000000e0
0.002541250,0.057817,0.000000,0.002089,0.000000,0.000000e0
0.002541500,0.058055,0.000000,0.002088,0.000000,0.000000e0
0.002541750,0.058293,0.000000,0.002088,0.000000,0.000000e0
0.002542000,0.058531,0.000000,0.002087,0.000000,0.000000e0
0.002542250,0.058769,0.000000,0.002087,0.000000,0.000000e0
0.002542500,0.059006,0.000000,0.002087,0.000000,0.000000e0
0.002542750,0.059244,0.000000,0.002086,0.000000,0.000000e0
0.002543000,0.059482,0.000000,0.002086,0.000000,0.000000e0
0.002543250,0.059719,0.000000,0.002085,0.000000,0.000000e0
0.002543500,0.059957,0.000000,0.002085,0.000000,0.000000e0
0.002543750,0.060194,0.000000,0.002084,0.000000,0.000000e0
0.002544000,0.060432,0.000000,0.002084,0.000000,0.000000e0
0.002544250,0.060669,0.000000,0.002084,0.000000,0.000000e0
0.002544500,0.060907,0.000000,0.002083,0.000000,0.000000e0
0.002544750,0.061144,0.000000,0.002083,0.000000,0.000000e0
0.002545000,0.061381,0.000000,0.002082,0.000000,0.000000e0
0.002545250,0.061618,0.000000,0.002082,0.000000,0.000000e0
0.002545500,0.061856,0.000000,0.002081,0.000000,0.000000e0
0.002545750,0.062093,0.000000,0.002081,0.000000,0.000000e0
0.002546000,0.062330,0.000000,0.002081,0.000000,0.000000e0
0.002546250,0.062567,0.000000,0.002080,0.000000,0.000000e0
0.002546500,0.062804,0.000000,0.002080,0.000000,0.000000e0
0.002546750,0.063041,0.000000,0.002079,0.000000,0.000000e0
0.002547000,0.063278,0.000000,0.002079,0.000000,0.000000e0
0.002547250,0.063514,0.000000,0.002078,0.000000,0.000000e0
0.002547500,0.063751,0.000000,0.002078,0.000000,0.000000e0
0.002547750,0.063988,0.000000,0.002077,0.000000,0.000000e0
0.002548000,0.064225,0.000000,0.002077,0.000000,0.000000e0
0.002548250,0.064461,0.000000,0.002077,0.000000,0.000000e0
0.002548500,0.064698,0.000000,0.002076,0.000000,0.000000e0
0.002548750,0.064934,0.000000,0.002076,0.000000,0.000000e0
0.002549000,0.065171,0.000000,0.002075,0.000000,0.000000e0
0.002549250,0.065407,0.000000,0.002075,0.000000,0.000000e0
0.002549500,0.065643,0.000000,0.002074,0.000000,0.000000e0
0.002549750,0.065880,0.000000,0.002074,0.000000,0.000000e0
0.002550000,0.066116,0.000000,0.002074,0.000000,0.000000e0
0.002550250,0.066352,0.000000,0.002073,0.000000,0.000000e0
0.002550500,0.066588,0.000000,0.002073,0.000000,0.000000e0
0.002550750,0.066825,0.000000,0.002072,0.000000,0.000000e0
0.002551000,0.067061,0.000000,0.002072,0.000000,0.000000e0
0.002551250,0.067297,0.000000,0.002071,0.000000,0.000000e0
0.002551500,0.067533,0.000000,0.002071,0.000000,0.000000e0
0.002551750,0.067769,0.000000,0.002071,0.000000,0.000000e0
0.002552000,0.068004,0.000000,0.002070,0.000000,0.000000e0
0.002552250,0.068240,0.000000,0.002070,0.000000,0.000000e0
